FIRMA I: BEATA SKRZYDLEWSKA-KACZMAREK SPECJALISTYCZNY GABINET CHORÓB USZU, NOSA, GARDŁA I KRTANI, FIRMA II: BEATA SKRZYDLEWSKA-KACZMAREK WSPÓLNIK SPÓŁKI CYWILNEJ;6111026075.0;
Firma I: DACH-DEKER TOMASZ CHARŁAMPOWICZ Firma II: TOMASZ CHARŁAMPOWICZ WSPÓLNIK SPÓŁKI CYWILNEJ DACH-DEKER FHU;6110000777.0;
FIRMA I: PHU DEMPOL KRZYSZTOF DĘBSKI FIRMA II: KRZYSZTOF DĘBSKI Wspólnik Spółki Cywilnej JK CONCEPT;6111005819.0;
Firma I: PRACOWNIA PROTETYCZNA EWA KARDIS Firma II: EWA KARDIS WSPÓLNIK SPÓŁKI CYWILNEJ PRZYCHODNIA PROTETYCZNO - STOMATOLOGICZNA;6111032549.0;
FIRMA KRY-CHA;6111225538.0;
FIRMA MALARSKO USŁUGOWA PAULA;6112734911.0;
FIRMA OGÓLNOBUDOWLANA - TYNKI MASZYNOWE EFEKT;6112616548.0;
Firma Ogólnobudowlana TECH-NOV -;6112542494.0;
FIRMA OGÓLNOBUDOWLANA BUDOPRZEM;6112519845.0;
FIRMA OGÓLNOBUDOWLANA;6112245980.0;
FIRMA OGÓLNOBUDOWLANA;6111389441.0;
FIRMA OGÓLNOBUDOWLANA MAXBUD;6112677395.0;
Firma Ogólnobudowlana;6112568565.0;
FIRMA OGÓLNOBUDOWLANA S-DACH PROFI;6922533506.0;
FIRMA OGÓLNOBUDOWLANA;6111781506.0;
FIRMA PORZĄDKOWA BŁYSK;6112576470.0;
FIRMA PORZĄDKOWA JBS;6141002139.0;
FIRMA PRODUKCYJNO HANDLOWA LADY COUNTRY;6112470234.0;
FIRMA PRODUKCYJNO HANDLOWO USŁUGOWA SEZAM;6111043688.0;
FIRMA PRODUKCYJNO-HANDLOWA KORA III;6110100639.0;
FIRMA PRODUKCYJNO-HANDLOWA;7561231887.0;
FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA ATEKS;6111541268.0;
FIRMA PRODUKCYJNO-HANDLOWO-USŁUGOWA AQUATICA;6112153901.0;
FIRMA PRODUKCYJNO-USŁUGOWA;6111137969.0;
FIRMA PROJEKTOWA MAROS;6111094450.0;
FIRMA RAPAS;6112288771.0;
Firma Remontowo Budowlana NORTH HOUSE;6112824985.0;
FIRMA RUMIN;6111000696.0;
FIRMA SG SZMACIŃSKA GRAŻYNA AGD-RTV HURT-DETAL;6110151631.0;
FIRMA SPRZĄTAJĄCA BŁYSK;6111105076.0;
FIRMA TOP MODA;6112130768.0;
Firma Transportowo - Usługowa;6161212236.0;
FIRMA TRANSPORTOWO-HANDLOWA;6111016243.0;
FIRMA USŁUGOWA -;6111124501.0;
FIRMA USŁUGOWA ADONIS;9271908443.0;
FIRMA USŁUGOWA BEPRO;6161044773.0;
FIRMA USŁUGOWA DUDI;6111488373.0;
FIRMA USŁUGOWA ECHO;6141178654.0;
FIRMA USŁUGOWA OLA;6111538987.0;
FIRMA USŁUGOWA SANITAS mgr;6112153261.0;
FIRMA USŁUGOWA T-M;6111779432.0;
FIRMA USŁUGOWA TOM-KO;6111775055.0;
FIRMA USŁUGOWA WULKAN;6111110019.0;
FIRMA USŁUGOWA :JAN;6112260672.0;
FIRMA USŁUGOWA ADAM KUBALA TAXI OSOBOWE;6111059293.0;
FIRMA USŁUGOWA AGNES;6111839105.0;
FIRMA USŁUGOWA BALBIN;6111036607.0;
FIRMA USŁUGOWA;6112141128.0;
FIRMA USŁUGOWA;6111567150.0;
Firma Usługowa;6111252914.0;
FIRMA USŁUGOWA;6141275297.0;
FIRMA USŁUGOWA;6111475413.0;
FIRMA USŁUGOWA;6111371814.0;
FIRMA USŁUGOWA;6112832714.0;
FIRMA USŁUGOWA;6112085654.0;
FIRMA USŁUGOWA;6111282565.0;
Firma Usługowa KARO;6110110655.0;
FIRMA USŁUGOWA;6112349395.0;
FIRMA USŁUGOWA;6111075518.0;
FIRMA USŁUGOWA;6111418496.0;
FIRMA USŁUGOWA LEX-POL;6111046037.0;
FIRMA USŁUGOWA ŁUT;6112213750.0;
FIRMA USŁUGOWA;6111631735.0;
FIRMA USŁUGOWA;6112477236.0;
FIRMA USŁUGOWA;6112758254.0;
FIRMA USŁUGOWA;6112609123.0;
FIRMA USŁUGOWA;6112474338.0;
Firma Usługowa Rachunkowe 24;6112336636.0;
FIRMA USŁUGOWA;6111039600.0;
FIRMA USŁUGOWA;6111414682.0;
FIRMA USŁUGOWA;6112716221.0;
FIRMA USŁUGOWA;6111007333.0;
FIRMA USŁUGOWA, BT KARPATKA;6112267929.0;
FIRMA USŁUGOWO - BUDOWLANA DAMAR;6111080761.0;
FIRMA USŁUGOWO - HANDLOWA;6112410485.0;
FIRMA USŁUGOWO - HANDLOWA BOSMED;6141103679.0;
FIRMA USŁUGOWO - HANDLOWA SPEED - BUD POSADZKI BETONOWE;6111478191.0;
FIRMA USŁUGOWO - HANDLOWA;6112132454.0;
FIRMA USŁUGOWO HANDLOWA;6941667030.0;
FIRMA USŁUGOWO HANDLOWA;6110106903.0;
FIRMA USŁUGOWO-HANDLOWA BEMA;6111508472.0;
FIRMA USŁUGOWO-HANDLOWA DAMAR;6111634082.0;
Firma Usługowo-Handlowa;6112405828.0;
FIRMA USŁUGOWO-HANDLOWA;6111088231.0;
FIRMA USŁUGOWO-HANDLOWA;6112446566.0;
FIRMA USŁUGOWO-HANDLOWA;6112269472.0;
FIRMA USŁUGOWO-HANDLOWA;6111046385.0;
FIRMA USŁUGOWO-HANDLOWA;6111022456.0;
Firma Usługowo-Remontowa;6111201242.0;
FIX IN - WYKOŃCZENIA I REMONTY WNĘTRZ;6112700757.0;
FIZJO - INTIMA.;8272231700.0;
FIZJO ACTIV MGR;8862858340.0;
FIZJO STRENGTH KAMIL GOLIAN FIZJOTERAPIA;6112611309.0;
FizjoBaby;6112455217.0;
FIZJO-MED MAREK ONYSZKIEWICZ ZAKŁAD FIZJOTERAPII I TERAPII MANUALNEJ;6112355295.0;
FIZJOMEDICA;6112493100.0;
Fizjoprofesja;9282064492.0;
FIZJOTERAPIA;6112785794.0;
FIZJOTERAPIA I MASAŻ;6112591357.0;
Fizjoterapia i Medycyna manualna;6112476573.0;
FIZJOTERAPIA I TERAPIA MANUALNA AXIS;6111056082.0;
FIZJOTERAPIA MANUALNA;6112517964.0;
FIZJOTERAPIA;6112624559.0;
Fizjoterapia mobilna-;6112612007.0;
FizjoTerapy;6112809885.0;
FizjoTonika Grzegorz Oślak - Fizjoterapia i Trening;6121848778.0;
FJ Store;6112815880.0;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE FERRUM;9111030919.0;
FMV Consulting;6121702017.0;
FOBED - ZAKŁAD USŁUG STOLARSKICH -;6111459472.0;
FOGILA;6112800157.0;
PRZEDSIĘBIORSTWO HANDLOWO-USŁUGOWE ALFIX;6111001997.0;
FOR IT;6112394800.0;
FORMICA;6112406880.0;
FORMICKI - BIKE;6112235898.0;
INDYWIDUALNA SPECJALISTYCZNA PRAKTYKA STOMATOLOGICZNA;6111026968.0;
Forward;6112795321.0;
S E L;6111645720.0;
FOTO ZAJĄC;6112204001.0;
Fotografia;6112813266.0;
FOTOSOTO;6112432110.0;
BAR SAMOOBSŁUGOWY JOANNA;6111729693.0;
P.H.U;6111040655.0;
FRESH MEDIA;6151978379.0;
FRIMA HANDLOWA A.D-P;6111071199.0;
Fryzjer damski i męski;6112270334.0;
FRYZJERSTWO DAMSKIE KOSMETYCZKA;6111062622.0;
FRYZJERSTWO DAMSKO - MĘSKIE;6111037914.0;
Fryzjerstwo Damsko-Męskie;6112525047.0;
FRYZJERSTWO DAMSKO-MĘSKIE;6111073318.0;
FRYZJERSTWO;6151993611.0;
FUERTE;6111392779.0;
FUH CULLEX ART;6112161094.0;
FUH;6112585546.0;
FUH PROTECH;6111705095.0;
FUN-PARK;6112373672.0;
CAR POLISH PROFESJONALNA KOSMETYKA SAMOCHODOWA;6112161119.0;
FUSION;6110153334.0;
FUTURE;8291547077.0;
FUXTEC;6112606461.0;
G.W Engineering;8842353973.0;
G4;6112477905.0;
GABINET DERMATOLOGICZNO-WNEROLOGICZNY LEKARZ MEDYCYNY;6111062102.0;
GABINET DIAGNOSTYKI I NATUROTERAPII BIO-MEDICA;6111612726.0;
Gabinet Dietetyczny;6112056552.0;
GABINET ENDOKRYNOLOGICZNO-GINEKOLOGICZNY LEK. MED.;6111022315.0;
GABINET FIZJOTERAPII;6112468800.0;
GABINET FIZJOTERAPII SYNAPSA;6112165028.0;
GABINET GINEKOLOGICZNY LEK. MED;6111408351.0;
GABINET INTERNISTYCZNY SPECJALISTA CHORÓB WEWNĘTRZNYCH LEK. MED.;6111038776.0;
GABINET KOSMETOLOGII;6111642294.0;
GABINET KOSMETYCZNY FENOMEN PIĘKNA;8951757675.0;
Gabinet kosmetyczny;6112832766.0;
GABINET KOSMETYCZNY;6111036033.0;
GABINET KOSMETYCZNY;6111263800.0;
GABINET KOSMETYCZNY;6112263535.0;
GABINET LEKARSKI - PEDIATRA;6111169892.0;
GABINET LEKARSKI;6111388743.0;
GABINET LEKARSKI lek.med.URSZULA TOBIASZ PEDIATRA,SPECJALISTA CHORÓB PŁUC;6111050518.0;
GABINET LOGOPEDYCZNY DoDo;6121190296.0;
GABINET LOGOPEDYCZNY;6112167978.0;
GABINET MEDYCYNY ESTETYCZNEJ MEDLIFT LEK.;6111376616.0;
Gabinet Medycyny Naturalnej AMETYST;6111097649.0;
GABINET NEUROLOGICZNY;6111026885.0;
GABINET OKULISTYCZNY LEK.;6112372112.0;
GABINET OKULISTYCZNY;6111599629.0;
GABINET ORTODONTYCZNY;6111379477.0;
GABINET ORTODONTYCZNY;6111656764.0;
GABINET ORTOPEDYCZNY;6141289158.0;
GABINET ORTOPEDYCZNY LEK. MED.;6141212233.0;
GABINET PODOLOGICZNY PODO-STYL;6112443183.0;
GABINET PODOLOGICZNY;6112439052.0;
GABINET PSYCHOLOGICZNY;6941383120.0;
GABINET PSYCHOLOGICZNY;6941643874.0;
GABINET PSYCHOLOGICZNY mgr;6121379817.0;
GABINET PSYCHOLOGICZNY MGR;6112679069.0;
GABINET PSYCHOLOGICZNY, PSYCHOTERAPIA;6111589068.0;
GABINET PSYCHOTERAPII I POMOCY PSYCHOPEDAGOGICZNEJ;6112696777.0;
GABINET PSYCHOTERAPII I TERAPII RODZIN;6141440514.0;
GABINET PSYCHOTERAPII;8992554041.0;
GABINET REWALIDACYJNO-TERAPEUTYCZNY;6161435232.0;
GABINET STOMATOLOGICZNY;6111027904.0;
GABINET STOMATOLOGICZNY;6111125908.0;
GABINET STOMATOLOGICZNY;6111045500.0;
GABINET STOMATOLOGICZNY;6111025868.0;
GABINET STOMATOLOGICZNY;6111508006.0;
GABINET STOMATOLOGICZNY lek.stomatolog;6111039190.0;
GABINET STOMATOLOGICZNY;6111028424.0;
GABINET STOMATOLOGICZNY;6111031596.0;
Gabinet Stomatologiczny;6111654558.0;
GABINET WETERYNARYJNY CENTRUM WETERYNARYJNE 4 ŁAPY LEK. WET.;1132542767.0;
GABINET WETERYNARYJNY NA ZAMENHOFA,;6112313262.0;
GABINET WETERYNARYJNY PLUTO;6112426084.0;
Gabinet weterynaryjny eM-vet;6112170466.0;
GABINET WETERYNARYJNY lek. wet.;6111022775.0;
KANCELARIA WINDYKACJI I KONSULTINGU DETEKTYW;6111027011.0;
INFO MEDIA;6111265331.0;
MECHANIKA POJAZDOWA - BLACHARSTWO;6111371487.0;
GALBUT;6111194358.0;
FIRMA HANDLOWO-USŁUGOWA ATP;6111198698.0;
GALERIA;6111469312.0;
GALERIA RÓŻNOŚCI -;6110101596.0;
Galeria Rzęs;6112809715.0;
GALINDA TERAPIE HOLISTYCZNE;6121829539.0;
GALL-HAMON;6151913316.0;
MARO;6112403002.0;
AGENCJA OCHRONY OSÓB I MIENIA CONTROL;6631005004.0;
USŁUGI MUZYCZNE;6111023183.0;
GAMA-CAR;6112226505.0;
GARDEN & MUSIC;8151157850.0;
KANCELARIA RADCY PRAWNEGO;6111018851.0;
FIRMA HANDLOWO-USŁUGOWA TURBO;6112184267.0;
Gastro Plus;6111173907.0;
GASTRO TEAM;6112379410.0;
Gastro-Top;6112607526.0;
FIRMA USŁUGOWA ADEX;6111802390.0;
DAGET BIURO RACHUNKOWE;6111399907.0;
FIRMA USŁUGOWO-TURYSTYCZNA BERGA SPÓŁKA CYWILNA;6112199702.0;
SPEC FIRMA REMONTOWO-BUDOWLANA;6111067909.0;
GEOMETRA Usługi geodezyjne;6112535666.0;
GEOSFERA-GEODEZJA;6652775109.0;
GEOSPES;6331758797.0;
GEOTHERMA - POMPY CIEPŁA;6110108776.0;
GERPOL,;8581799427.0;
GIERPOL FIRMA USŁUGOWA;6110107481.0;
Giga Groomer;6112703402.0;
GIS;6111023220.0;
Gjallart;6161477414.0;
GlamMani stylizacja paznokci;6112819079.0;
GLAMOUR;6112308344.0;
GLAMOUR SENSUAL SHOW;6161409631.0;
AMG PPHU;7321758224.0;
GLOBAL;6111525973.0;
Global-Trade;6112608572.0;
GOMARK;6112111423.0;
ZAKŁAD USŁUG RTV;6111118110.0;
BIURO RACHUNKOWO-HANDLOWE;6111776830.0;
AGENCJA KONCERTOWO-WYDAWNICZA SOLO;6111080206.0;
GNATEK;6112810925.0;
FIRMA USŁUGOWO-HANDLOWA;6111179287.0;
STUDIUM INFORMATYCZNO-PRAWNE;6111187708.0;
FIRMA HANDLOWO-USŁUGOWA;6111587632.0;
EuroTech;6112492603.0;
W-IZJA;6112131503.0;
GOLDMAR;6112374772.0;
GoldenTar;6112662459.0;
GOLDFANG;6112214985.0;
Goldhand;6112147220.0;
GOLDMAN;6112716178.0;
GOLIAT;6112803374.0;
BIURO USŁUG TECHNICZNYCH DROMOST;6141209685.0;
Good Vet;5512521791.0;
GOODBUD;6112664234.0;
GOODFEELING STUDIO MASAŻU I PIĘKNA;6112684886.0;
FIRMA HANDLOWO-USŁUGOWA MAĆKO;6111554058.0;
SKLEP ZIELARSKI;6111456887.0;
FIRMA HANDLOWA AKA;6111437476.0;
FIRMA HANDLOWO-USŁUGOWA;6111478245.0;
GPLAB.PL;6842387474.0;
KANCELARIA ADWOKACKA ADWOKAT;6111136148.0;
FIRMA HANDLOWA;6110110856.0;
PIZZERIA POLICE;6111896445.0;
GRANDE ROMA;6112477957.0;
GRANTO;6112336808.0;
Green Clean usługi sprzątania;6112587781.0;
GreenHouse Bistro Wegańskie;6112537725.0;
GREG Nieruchomości Komercyjne;6110108397.0;
ZAKŁAD USŁUG LEŚNYCH -;6112171394.0;
CENTRUM PODRÓŻY;6111471183.0;
GROS;6161132856.0;
GROTA SOLNA ŻUPA KOMORA KLIMATYCZNO-INHALACYJNA;6111139276.0;
RAGA;6111485239.0;
O' KEY ZEGARMISTRZOSTWO - DORABIANIE KLUCZY;6112144776.0;
ZAKŁAD SZEWSKI;6111032331.0;
Grunt - Dom;6141186725.0;
Grupa Printest;6112780093.0;
FIRMA HANDLOWA;6111576686.0;
FIRMA HANDLOWO-USŁUGOWA J.D. EMA - NATURA NET;6112157715.0;
Engineering;6951366620.0;
USŁUGI KOMINIARSKIE I OGÓLNOBUDOWLANE;6112717628.0;
GrupaGB;6112516858.0;
USŁUGI OGÓLNOBUDOWLANE;6112130194.0;
USŁUGI KOPARKO-ŁADOWARKĄ;6111809334.0;
FRYZJERSTWO;6141270940.0;
SKLEP OGÓLNOSPOŻYWCZY;6110111258.0;
GT Electric;6112403746.0;
ZAKŁAD USŁUG SAMOCHODOWYCH;6111049188.0;
GUMIŚ I SYNOWIE;6112568654.0;
FIRMA HANDLOWA;6111091776.0;
GWIAZDA;6111190573.0;
GWIEZDNE MANGO;8831868343.0;
H&T OSF;6111066318.0;
HA Poland;8951744661.0;
FIRMA HANDLOWO-USŁUGOWA RE-MONT;6111094929.0;
PC GOBLIN;6111111266.0;
HADA;6111492794.0;
HAIRDRESSING STUDIO by Joanna Ziemba;6111639553.0;
HairStyles;6112829735.0;
FIRMA HANDLOWA;6111113294.0;
KANTOR WYMIANY WALUT;6111467572.0;
HANDEL -;6111747656.0;
HANDEL EWA;6111514828.0;
HANDEL ARTYKUŁAMI MOTORYZACYJNYMI;6111014712.0;
HANDEL ARTYKUŁAMI PRZEMYSŁOWYM KSIĘGARNIA BAJKA;6111017604.0;
HANDEL ARTYKUŁAMI SPOŻYWCZYMI I PRZEMYSŁOWYMI;6111064070.0;
HANDEL DETALICZNY;6111020440.0;
HANDEL HURTOWY I DETALICZNY;6111048378.0;
HANDEL HURTOWY I DETALICZNY;6112424688.0;
HANDEL;6111116022.0;
Handel Obwoźny;6161502135.0;
HANDEL OBWOŹNY ARTYKUŁAMI PRZEMYSŁOWYMI;6111048237.0;
HANDEL OBWOŹNY ARTYKUŁY SPOŻYWCZO-PRZEMYSŁOWE;6911638101.0;
HANDEL OBWOŹNY I DETALICZNY;6112122504.0;
HANDEL OBWOŹNY;6111057271.0;
FIRMA USŁUGOWO-HANDLOWA JELWENT;6111704670.0;
Salonik Fryzjerski Anna;6111237843.0;
HAN-POL;6112421483.0;
